Taxa	Yield	Protein	Heading	Height	TW	NDVI	NDRE1	NWI1	NWI2
HR17050-1	20.52070088	12.11624087	165.9862737	23.83203679	56.8723888	0.418404263	-0.116114783	-0.030424828	0.011090334
HR17050-2	32.52070088	11.91624087	167.9862737	25.83203679	61.0723888	0.429787385	-0.109499725	-0.033501072	0.011319666
HR17050-3	22.52070088	13.71624087	159.9862737	27.83203679	61.8723888	0.370563709	-0.130772561	-0.015242026	0.03067731
HR17050-4	30.52070088	13.51624087	159.9862737	31.83203679	59.4723888	0.458695591	-0.095170135	-0.038605448	0.01122368
HR17050-5	34.52070088	12.71624087	167.9862737	31.83203679	58.4723888	0.454443957	-0.096543619	-0.040771036	0.00565108
HR17050-8	36.52070088	13.91624087	167.9862737	25.83203679	56.4723888	0.432774451	-0.102236469	-0.033186602	0.012309006
HR17051-2	34.52070088	13.11624087	163.9862737	31.83203679	61.0723888	0.428405391	-0.113750499	-0.032826384	0.008827236
HR17051-3	28.52070088	11.91624087	167.9862737	17.83203679	59.8723888	0.445464283	-0.107785715	-0.0343758	0.004870398
HR17051-5	40.52070088	11.51624087	163.9862737	23.83203679	61.6723888	0.387501125	-0.117993077	-0.019976058	0.032877812
HR17051-6	28.52070088	15.11624087	169.9862737	17.83203679	57.0723888	0.424823899	-0.102916483	-0.02896565	0.02104541
HR17051-9	30.52070088	14.51624087	165.9862737	23.83203679	58.0723888	0.409691833	-0.114195527	-0.02112959	0.026394472
HR17053-1	38.52070088	11.51624087	157.9862737	27.83203679	57.2723888	0.416422051	-0.116055749	-0.024389988	0.01514889
HR17053-2	34.52070088	13.31624087	167.9862737	19.83203679	51.2723888	0.415327295	-0.116804241	-0.025469636	0.015497686
HR17053-4	40.52070088	13.31624087	169.9862737	29.83203679	56.8723888	0.543070733	-0.080868223	-0.06102376	-0.021149504
HR17053-5	28.52070088	13.51624087	159.9862737	19.83203679	53.2723888	0.438967557	-0.103723261	-0.028356886	0.015254494
HR17054-1	36.52070088	13.31624087	169.9862737	25.83203679	60.8723888	0.462001811	-0.094810877	-0.03876069	0.008970256
HR17054-10	34.77501879	13.31178762	158.7654964	24.94975385	56.47111203	0.473728224	-0.094562888	-0.038360846	0.009059675
HR17054-11	40.77501879	12.11178762	158.7654964	24.94975385	59.67111203	0.46856068	-0.094143082	-0.037277012	0.007543711
HR17054-12	36.77501879	11.91178762	158.7654964	28.94975385	60.67111203	0.463537072	-0.105152932	-0.032678914	0.008060411
HR17054-13	28.77501879	13.51178762	158.7654964	26.94975385	57.27111203	0.439096014	-0.105917354	-0.026885338	0.020066655
HR17054-14	28.77501879	14.51178762	158.7654964	30.94975385	61.07111203	0.4292968	-0.106821944	-0.021059372	0.023595167
HR17054-15	26.77501879	14.31178762	156.7654964	22.94975385	60.87111203	0.39627821	-0.122232678	-0.012155722	0.031400221
HR17054-16	32.77501879	12.51178762	166.7654964	24.94975385	59.87111203	0.516584044	-0.083621008	-0.04723841	-0.002084107
HR17054-2	40.52070088	13.51624087	157.9862737	29.83203679	61.0723888	0.487318181	-0.092244097	-0.039110962	0.005537968
HR17054-3	38.52070088	14.91624087	155.9862737	25.83203679	59.8723888	0.456359669	-0.092297235	-0.03039496	0.019198216
HR17054-4	28.52070088	14.71624087	155.9862737	23.83203679	59.8723888	0.441073245	-0.099086573	-0.026142642	0.02100926
HR17054-5	44.52070088	13.31624087	165.9862737	29.83203679	57.8723888	0.520023769	-0.075897851	-0.052690274	-0.006013518
HR17054-6	36.52070088	12.71624087	157.9862737	29.83203679	58.4723888	0.458807555	-0.102484671	-0.027625398	0.017791944
HR17054-7	38.52070088	14.71624087	159.9862737	25.83203679	59.6723888	0.531515761	-0.068079537	-0.047214298	0.002103434
HR17054-8	40.52070088	14.31624087	165.9862737	25.83203679	56.8723888	0.499703309	-0.077325557	-0.044930484	0.005698504
HR17054-9	38.77501879	13.11178762	166.7654964	26.94975385	56.87111203	0.519588786	-0.077301968	-0.055513904	-0.007191233
HR17055-2	26.77501879	11.71178762	168.7654964	26.94975385	58.67111203	0.46045651	-0.10791662	-0.03096929	0.008463245
HR17055-4	32.77501879	16.51178762	168.7654964	30.94975385	59.87111203	0.505705102	-0.075657088	-0.04331812	0.006350255
HR17056-2	36.77501879	15.91178762	166.7654964	18.94975385	62.67111203	0.421027546	-0.091188204	-0.02890494	0.022555693
HR17056-3	30.77501879	15.31178762	168.7654964	16.94975385	60.67111203	0.382083042	-0.107778818	-0.018461808	0.036348607
HR17056-4	38.77501879	15.91178762	164.7654964	24.94975385	63.47111203	0.456406628	-0.081565104	-0.035289632	0.020950461
HR17057-2	30.77501879	12.31178762	170.7654964	22.94975385	55.87111203	0.480582852	-0.108831068	-0.037035476	-0.007149211
HR17059-1W	30.77501879	15.51178762	168.7654964	28.94975385	60.67111203	0.512982024	-0.068148982	-0.05079519	-0.000488587
HR17059-4W	28.77501879	13.51178762	158.7654964	26.94975385	58.47111203	0.443787448	-0.10161646	-0.025617154	0.018388647
HR17059-5	38.77501879	16.11178762	164.7654964	30.94975385	58.67111203	0.45962882	-0.097011248	-0.032647392	0.013781533
HR17062-1	34.77501879	14.31178762	158.7654964	30.94975385	59.67111203	0.415040598	-0.107126744	-0.018030186	0.033454973
HR17062-3	34.77501879	13.71178762	160.7654964	28.94975385	60.27111203	0.436655358	-0.104330048	-0.022949276	0.023814791
HR17063-6	40.77501879	13.71178762	160.7654964	30.94975385	54.67111203	0.484934426	-0.07885362	-0.033115712	0.018142245
HR17063-9W	34.77501879	13.31178762	164.7654964	32.94975385	56.67111203	0.455867666	-0.099480708	-0.025235442	0.023229519
HR17064-1	34.77501879	14.71178762	164.7654964	30.94975385	55.47111203	0.525763108	-0.07662524	-0.043162858	0.005904697
HR17068-6W	24.77501879	17.71178762	164.7654964	30.94975385	54.47111203	0.465731848	-0.09385105	-0.032401956	0.018166083
HR17069-2	18.45001809	15.06320289	158.2556632	21.98865186	51.53884862	0.403599665	-0.123263137	-0.014265884	0.026687745
HR17069-5	20.45001809	12.06320289	164.2556632	21.98865186	54.93884862	0.415208675	-0.118602919	-0.014567012	0.029541045
HR17070-2	26.45001809	13.46320289	166.2556632	25.98865186	58.33884862	0.415667597	-0.125675877	-0.016040766	0.025082177
HR17070-3W	32.45001809	14.46320289	164.2556632	27.98865186	58.53884862	0.439191171	-0.110020099	-0.026350666	0.022724271
HR17070-6	40.45001809	14.66320289	166.2556632	27.98865186	56.33884862	0.467011093	-0.092023307	-0.037435258	0.010567743
HR17072-1	26.45001809	16.26320289	168.2556632	15.98865186	61.53884862	0.418163897	-0.114018855	-0.022069144	0.023289593
HR17072-10	34.45001809	14.86320289	156.2556632	21.98865186	59.33884862	0.451703645	-0.086263799	-0.034044918	0.017891079
HR17072-2	38.45001809	13.66320289	172.2556632	23.98865186	61.13884862	0.427987873	-0.100695631	-0.031556308	0.018303977
HR17072-5	28.45001809	16.86320289	164.2556632	27.98865186	57.13884862	0.466337335	-0.096448981	-0.037072604	0.005472235
HR17072-6	34.45001809	12.86320289	156.2556632	27.98865186	59.73884862	0.435081631	-0.097346403	-0.023974254	0.030648581
HR17072-7	32.45001809	13.66320289	158.2556632	21.98865186	63.13884862	0.434139691	-0.096988621	-0.02276485	0.028471253
HR17073-2	34.45001809	12.06320289	158.2556632	27.98865186	60.33884862	0.444426975	-0.104917535	-0.030631676	0.008672693
HR17074-2	12.45001809	13.46320289	168.2556632	25.98865186	48.33884862	0.378019007	-0.125666563	-0.017147482	0.024510623
HR17074-5	26.45001809	15.66320289	166.2556632	27.98865186	55.33884862	0.481020891	-0.086733755	-0.034636344	0.014598531
HR17074-6W	22.45001809	13.46320289	164.2556632	25.98865186	52.53884862	0.429145477	-0.110297321	-0.027190652	0.015450441
HR17075-2	34.45001809	13.06320289	168.2556632	33.98865186	55.33884862	0.555336985	-0.070040311	-0.06411465	-0.021195619
HR17075-4	26.45001809	12.06320289	158.2556632	25.98865186	53.93884862	0.400248465	-0.129994055	-0.020812184	0.013369623
HR17076-1	36.45001809	13.86320289	162.2556632	27.98865186	53.13884862	0.504698613	-0.077752761	-0.041485992	0.009177163
HR17076-2	28.45001809	16.26320289	164.2556632	27.98865186	56.13884862	0.422265049	-0.100933247	-0.024723942	0.024493905
HR17076-3	30.45001809	13.46320289	162.2556632	33.98865186	60.13884862	0.412952015	-0.107946093	-0.02531422	0.017164037
HR17076-4	38.45001809	12.86320289	166.2556632	25.98865186	56.33884862	0.513651955	-0.079166195	-0.045597032	0.000839939
HR17076-5W	40.45001809	15.06320289	166.2556632	23.98865186	55.53884862	0.521603813	-0.079164713	-0.053105946	-0.008071525
HR17076-6	38.45001809	12.66320289	164.2556632	25.98865186	57.93884862	0.534319975	-0.065462191	-0.05493679	-0.008033887
HR17077-1	38.45001809	14.06320289	158.2556632	23.98865186	60.73884862	0.499822761	-0.076705227	-0.04265822	0.006850369
HR17077-10	31.93394602	13.6180885	156.8179609	29.23905715	60.33388974	0.381950771	-0.125761344	-0.014926021	0.026110868
HR17077-7	41.93394602	14.0180885	156.8179609	27.23905715	59.93388974	0.475871245	-0.083092958	-0.032565277	0.01933473
HR17077-9	41.93394602	13.4180885	158.8179609	29.23905715	59.33388974	0.454476233	-0.089554956	-0.036065335	0.015784952
HR17078-1	33.93394602	13.2180885	158.8179609	23.23905715	60.33388974	0.386230717	-0.122020436	-0.010698897	0.032924326
HR17078-2	33.93394602	14.0180885	158.8179609	25.23905715	60.13388974	0.427298689	-0.10389147	-0.021576325	0.025422302
HR17078-3	39.93394602	13.2180885	162.8179609	21.23905715	59.93388974	0.473419761	-0.092598898	-0.029195621	0.01968412
HR17078-4	35.93394602	15.8180885	158.8179609	25.23905715	60.13388974	0.405934693	-0.113566612	-0.015896981	0.030400366
HR17078-7	31.93394602	15.2180885	158.8179609	21.23905715	59.33388974	0.410088619	-0.1120613	-0.017234309	0.032420408
HR17079-6W	33.93394602	15.0180885	158.8179609	25.23905715	57.13388974	0.507410129	-0.07875955	-0.041385431	0.010117248
HR17079-7W	37.93394602	16.6180885	164.8179609	23.23905715	57.13388974	0.513507479	-0.078823966	-0.052330359	-0.005321176
HR17079-8	31.93394602	14.4180885	158.8179609	21.23905715	59.93388974	0.445285515	-0.10514963	-0.026612329	0.020708474
HR17080-2	39.93394602	12.6180885	160.8179609	27.23905715	59.33388974	0.483304137	-0.08554975	-0.045231407	0.001430088
HR17080-6	27.93394602	15.2180885	160.8179609	29.23905715	58.93388974	0.431659891	-0.107268118	-0.029884039	0.016405184
HR17080-7	37.93394602	13.4180885	160.8179609	25.23905715	58.53388974	0.481843705	-0.090767164	-0.044566019	0.001803144
HR17080-8	27.93394602	12.8180885	166.8179609	31.23905715	57.53388974	0.410148033	-0.119196892	-0.027714767	0.01128144
HR17081-12W	25.93394602	14.8180885	168.8179609	27.23905715	53.93388974	0.525298553	-0.059670192	-0.057951307	0.000198732
HR17081-14	29.93394602	15.6180885	166.8179609	35.23905715	53.33388974	0.523211509	-0.071702946	-0.058826189	-0.00951246
HR17081-7	23.93394602	13.6180885	166.8179609	25.23905715	51.73388974	0.437802757	-0.103892282	-0.031797407	0.012858296
HR17081-8W	31.93394602	14.4180885	170.8179609	25.23905715	54.33388974	0.495035251	-0.08500824	-0.048448415	0.00025596
HR17082-2	29.93394602	14.0180885	166.8179609	33.23905715	61.33388974	0.479819877	-0.084784912	-0.042907615	0.007731098
HR17083-5	29.93394602	15.8180885	168.8179609	25.23905715	58.53388974	0.543443403	-0.05994963	-0.059702409	-0.01002093
HR17083-6	27.93394602	15.2180885	168.8179609	31.23905715	55.33388974	0.534182443	-0.069787752	-0.059099595	-0.0084145
HR17083-7	33.93394602	12.0180885	164.8179609	27.23905715	59.33388974	0.474958329	-0.08929143	-0.044637525	0.00250659
HR17084-1	25.93394602	15.4180885	164.8179609	31.23905715	58.13388974	0.491288043	-0.081509594	-0.049814293	0.003082848
HR17084-5	21.93394602	14.4180885	164.8179609	25.23905715	59.33388974	0.520756909	-0.070849416	-0.053915661	-0.001973898
HR17084-6	28.18215449	14.63110662	163.7000692	26.29032381	58.09997411	0.527342143	-0.065576445	-0.058943347	-0.008537718
HR17084-7	36.18215449	15.03110662	161.7000692	28.29032381	60.09997411	0.511406023	-0.064606517	-0.056745755	-0.000142996
HR17085-4	40.18215449	15.43110662	163.7000692	34.29032381	60.09997411	0.575359517	-0.056298023	-0.061955527	-0.01130635
HR17086-3	32.18215449	13.43110662	167.7000692	30.29032381	57.69997411	0.494758741	-0.084631471	-0.043451787	0.005181264
HR17087-1	24.18215449	15.43110662	173.7000692	20.29032381	52.89997411	0.528117981	-0.068450607	-0.052750641	0.00352397
HR17087-5	24.18215449	12.23110662	163.7000692	18.29032381	55.69997411	0.371835957	-0.129896395	-0.013295123	0.033689816
HR17089-1	16.18215449	12.83110662	163.7000692	30.29032381	56.89997411	0.419288783	-0.125528255	-0.023192377	0.014473248
HR17089-11W	32.18215449	14.63110662	165.7000692	28.29032381	56.69997411	0.469208817	-0.104761805	-0.043762053	-0.00581085
HR17089-2	28.18215449	13.63110662	167.7000692	26.29032381	54.69997411	0.510363205	-0.081659397	-0.048521533	-0.000862864
HR17089-4W	16.18215449	15.43110662	165.7000692	30.29032381	53.49997411	0.542999199	-0.064458863	-0.056493015	-0.00442244
HR17089-8W	30.18215449	13.43110662	165.7000692	34.29032381	51.69997411	0.501753093	-0.086576391	-0.051408549	-0.007644732
HR17091-1W	26.18215449	14.63110662	163.7000692	28.29032381	58.49997411	0.405365211	-0.110463919	-0.031851231	0.015546498
HR17091-2W	26.18215449	16.23110662	165.7000692	26.29032381	58.09997411	0.454535919	-0.105705087	-0.039043939	0.004191178
HR17091-5	26.18215449	15.63110662	163.7000692	24.29032381	56.49997411	0.470691911	-0.085505525	-0.038203725	0.01500886
HR17092-1	36.18215449	13.43110662	167.7000692	20.29032381	64.29997411	0.469695027	-0.094871655	-0.044152387	-0.000999034
HR17092-10	36.18215449	15.23110662	169.7000692	20.29032381	60.09997411	0.496795777	-0.083717127	-0.054631781	-0.007527444
HR17092-2	34.18215449	13.83110662	165.7000692	22.29032381	59.29997411	0.424586769	-0.110355603	-0.032835555	0.010923422
HR17092-3	36.18215449	14.63110662	165.7000692	24.29032381	57.09997411	0.469216673	-0.080993849	-0.054128245	0.000374882
HR17093-2	38.18215449	12.43110662	167.7000692	28.29032381	59.29997411	0.488017413	-0.094261987	-0.043409479	0.00154797
HR17093-4W	24.18215449	14.03110662	165.7000692	30.29032381	56.89997411	0.402446917	-0.119933063	-0.023556915	0.018107162
HR17094-10W	38.18215449	12.63110662	159.7000692	30.29032381	61.69997411	0.454346471	-0.096053613	-0.026797701	0.024992356
HR17094-2W	40.18215449	14.63110662	159.7000692	34.29032381	60.49997411	0.482868117	-0.085383737	-0.045519843	0.002379592
HR17094-3W	40.18215449	13.23110662	159.7000692	34.29032381	60.49997411	0.447496447	-0.094985665	-0.033112269	0.014081274
HR17094-4	36.18215449	12.03110662	161.7000692	34.29032381	59.29997411	0.379578639	-0.121683181	-0.009995531	0.0393976
HR17094-8W	36.18215449	12.83110662	155.7000692	28.29032381	58.89997411	0.436581629	-0.102548377	-0.023578631	0.02505212
HR17094-9W	42.18215449	12.63110662	163.7000692	28.29032381	56.49997411	0.459845389	-0.087583173	-0.032379899	0.017102716
HR17095-1W	32.40601954	15.73225912	161.5961162	31.50774401	56.44595651	0.473459248	-0.092909178	-0.039636007	0.003770022
HR17095-2W	32.40601954	15.53225912	159.5961162	27.50774401	60.84595651	0.422406158	-0.10229038	-0.027207059	0.018666934
HR17098-1W	28.40601954	14.33225912	161.5961162	19.50774401	53.64595651	0.42201576	-0.124236022	-0.022810269	0.01289689
HR17098-5W	28.40601954	14.93225912	165.5961162	23.50774401	58.24595651	0.40751736	-0.113095194	-0.023619531	0.021556072
HR17098-7W	34.40601954	17.33225912	169.5961162	27.50774401	57.64595651	0.467780334	-0.088075314	-0.041291605	0.007891304
HR17099-1	30.40601954	15.53225912	167.5961162	25.50774401	59.24595651	0.469122036	-0.089783498	-0.047841459	0.00062534
HR17099-3W	14.40601954	13.73225912	161.5961162	19.50774401	54.84595651	0.430900174	-0.105062714	-0.026582871	0.026402088
HR17099-4W	20.40601954	14.73225912	165.5961162	25.50774401	52.84595651	0.456715368	-0.098662504	-0.030400817	0.0194247
HR17100-3W	24.40601954	13.33225912	165.5961162	23.50774401	56.84595651	0.422105938	-0.114808064	-0.022435831	0.017113552
HR17100-5W	34.40601954	12.73225912	167.5961162	27.50774401	56.64595651	0.428187874	-0.10495867	-0.030244125	0.016981894
HR17100-6	30.40601954	13.33225912	161.5961162	23.50774401	56.64595651	0.407455436	-0.107698798	-0.021730757	0.027888464
HR17101-1	28.40601954	12.73225912	159.5961162	23.50774401	59.24595651	0.494436738	-0.089438598	-0.039776673	0.003891666
HR17101-11W	34.40601954	12.13225912	159.5961162	27.50774401	55.64595651	0.472988244	-0.084276492	-0.042792113	-3.80E-05
HR17101-6	22.40601954	13.53225912	167.5961162	27.50774401	56.04595651	0.520193616	-0.082907926	-0.049982141	-0.011769948
HR17101-7	32.40601954	13.13225912	157.5961162	29.50774401	61.24595651	0.494455348	-0.08116219	-0.043429135	-0.000428852
HR17102-1W	26.40601954	12.93225912	157.5961162	31.50774401	61.64595651	0.443585066	-0.094619114	-0.028364367	0.019845708
HR17102-3	38.40601954	12.93225912	159.5961162	29.50774401	55.64595651	0.543146256	-0.068576228	-0.054124421	-0.00040572
HR17102-4W	32.40601954	12.93225912	159.5961162	29.50774401	58.04595651	0.447081342	-0.102911348	-0.020284873	0.022449138
HR17102-6	50.40601954	14.13225912	159.5961162	29.50774401	58.44595651	0.531821938	-0.06230362	-0.046253335	0.00949832
HR17103-1W	36.40601954	10.53225912	159.5961162	27.50774401	58.64595651	0.440920244	-0.112473426	-0.027284707	0.014549608
HR17103-3	40.40601954	13.13225912	159.5961162	23.50774401	56.24595651	0.479924094	-0.09109046	-0.033244883	0.01179747
HR17103-4	34.40601954	11.93225912	163.5961162	23.50774401	56.04595651	0.457702418	-0.1002769	-0.030601227	0.014403406
HR17103-5W	36.96732648	11.88486454	165.380881	29.94975385	60.90572741	0.491173321	-0.079717453	-0.043987127	0.00462676
HR17103-6	34.96732648	15.28486454	157.380881	25.94975385	54.10572741	0.522598081	-0.067141153	-0.043875509	0.008579438
HR17104-1W	30.96732648	12.88486454	159.380881	27.94975385	54.50572741	0.443940565	-0.106715483	-0.033442273	0.007230178
HR17104-2	24.96732648	13.88486454	157.380881	23.94975385	54.50572741	0.465718585	-0.092355949	-0.029983401	0.015814378
HR17104-4	34.96732648	12.88486454	161.380881	23.94975385	48.10572741	0.525356643	-0.069530177	-0.058246989	-0.016392994
HR17106-1	32.96732648	12.88486454	161.380881	25.94975385	56.50572741	0.530206895	-0.073310969	-0.045939539	0.00547158
HR17107-3	32.96732648	11.68486454	159.380881	27.94975385	60.30572741	0.379428199	-0.114794831	-0.021289983	0.025504242
HR17107-6	30.96732648	13.28486454	167.380881	23.94975385	56.10572741	0.478147551	-0.089671381	-0.044871877	0.001933666
HR17109-1	26.96732648	14.28486454	161.380881	23.94975385	55.10572741	0.452933951	-0.108781281	-0.028996217	0.008324972
HR17109-10	16.96732648	14.68486454	167.380881	21.94975385	56.90572741	0.399174939	-0.123162301	-0.015851699	0.025680492
HR17109-2W	20.96732648	13.88486454	169.380881	27.94975385	52.90572741	0.538377997	-0.091990737	-0.051520681	-0.01844878
HR17109-7	12.96732648	17.28486454	161.380881	25.94975385	50.50572741	0.424505365	-0.110426177	-0.030484167	0.007968402
HR17109-9W	30.96732648	13.48486454	165.380881	27.94975385	53.70572741	0.487146533	-0.092587037	-0.042968487	0.0023072
HR17110-4	28.96732648	13.28486454	161.380881	23.94975385	53.90572741	0.467213071	-0.097295731	-0.039824857	-0.000135684
HR17110-5W	20.96732648	13.28486454	165.380881	21.94975385	49.70572741	0.478787773	-0.103992415	-0.038390227	0.001404922
HR17112-1	34.96732648	11.68486454	159.380881	29.94975385	57.50572741	0.396802957	-0.110853543	-0.022327041	0.021252128
HR17112-10	40.96732648	12.08486454	161.380881	27.94975385	57.50572741	0.440819499	-0.100157661	-0.032947239	0.017690734
HR17112-3	34.96732648	11.88486454	159.380881	27.94975385	60.90572741	0.418232973	-0.105850599	-0.024247747	0.022601086
HR17112-4W	42.96732648	11.08486454	161.380881	25.94975385	61.10572741	0.402506159	-0.111623095	-0.022749181	0.029195154
HR17112-5	38.96732648	10.48486454	163.380881	25.94975385	60.30572741	0.432676629	-0.113449329	-0.027694775	0.010044128
HR17112-6	28.96732648	12.28486454	165.380881	25.94975385	62.90572741	0.371096961	-0.131006179	-0.011404527	0.028363958
HR17112-9	34.96732648	13.88486454	165.380881	25.94975385	57.90572741	0.456373569	-0.101272961	-0.038841105	0.001211116
HR17113-5W	38.96732648	11.28486454	159.380881	29.94975385	62.90572741	0.450273615	-0.099516335	-0.028934631	0.018548766
HR17114-4W	36.5611292	12.60023993	158.2927002	27.50717038	58.0203301	0.429435676	-0.102810829	-0.030420443	0.017519664
HR17114-5	24.5611292	12.40023993	158.2927002	29.50717038	59.2203301	0.4433968	-0.111243795	-0.031829363	0.003631388
HR17114-9W	42.5611292	11.60023993	160.2927002	25.50717038	57.8203301	0.481762936	-0.093741049	-0.034455665	0.01317245
HR17116-2W	36.5611292	12.80023993	160.2927002	27.50717038	60.4203301	0.465489248	-0.095538619	-0.036751705	0.010010906
HR17116-3W	42.5611292	12.40023993	160.2927002	25.50717038	61.0203301	0.46913368	-0.091466857	-0.041598151	0.002355792
HR17116-4W	40.5611292	12.00023993	162.2927002	29.50717038	59.2203301	0.4814822	-0.100173749	-0.041272453	0.003271394
HR17116-6	36.5611292	12.80023993	164.2927002	29.50717038	58.2203301	0.445099942	-0.111828729	-0.031289343	0.013104136
HR17117-11	32.5611292	13.20023993	160.2927002	25.50717038	63.0203301	0.462422422	-0.098578211	-0.036005515	0.009535496
HR17117-5	26.5611292	11.40023993	160.2927002	25.50717038	59.2203301	0.32737669	-0.150408015	-0.002893091	0.030312066
HR17117-7	38.5611292	11.00023993	160.2927002	25.50717038	59.8203301	0.45190048	-0.104231375	-0.029115389	0.013473032
HR17117-9	40.5611292	13.20023993	160.2927002	31.50717038	57.2203301	0.423353394	-0.105013659	-0.028561761	0.016888998
HR17118-2W	36.5611292	13.60023993	162.2927002	29.50717038	57.4203301	0.442619536	-0.110363599	-0.032506447	0.005654752
HR17118-3W	34.5611292	13.00023993	166.2927002	25.50717038	59.2203301	0.463930836	-0.108777445	-0.037933835	0.000292746
HR17118-5W	42.5611292	12.80023993	162.2927002	23.50717038	58.6203301	0.477630182	-0.100979693	-0.043427427	-0.005730576
HR17118-8W	32.5611292	12.00023993	164.2927002	25.50717038	58.2203301	0.447338156	-0.114985831	-0.033868001	0.003249868
HR17119-11W	24.5611292	11.20023993	160.2927002	23.50717038	62.0203301	0.37758752	-0.123098825	-0.010466345	0.035913734
HR17119-12W	28.5611292	11.40023993	158.2927002	21.50717038	58.4203301	0.40164828	-0.120958903	-0.019138573	0.028914306
HR17119-13W	24.5611292	10.80023993	160.2927002	25.50717038	62.0203301	0.46042755	-0.093755323	-0.035380891	0.013433472
HR17119-14W	32.5611292	13.20023993	160.2927002	27.50717038	58.8203301	0.49705955	-0.073223803	-0.045290259	0.011241676
HR17119-15W	34.5611292	12.80023993	162.2927002	27.50717038	59.8203301	0.565081702	-0.049633479	-0.064569863	-0.005520874
HR17119-16W	40.47632436	15.62292067	164.1211036	30.81918597	54.13945461	0.563580627	-0.053759822	-0.057066306	-0.01437889
HR17119-3W	40.5611292	13.60023993	162.2927002	21.50717038	56.4203301	0.498387236	-0.077458579	-0.049827775	-0.000533716
HR17119-5W	32.5611292	14.20023993	162.2927002	25.50717038	56.0203301	0.492686006	-0.075052681	-0.041122209	0.016677294
HR17119-6W	36.5611292	13.80023993	160.2927002	25.50717038	55.2203301	0.477144428	-0.085385145	-0.039776397	0.011660384
HR17119-9W	18.5611292	13.20023993	160.2927002	25.50717038	59.8203301	0.390583342	-0.115991229	-0.011639351	0.043619762
HR17120-1	38.47632436	14.22292067	158.1211036	30.81918597	55.53945461	0.493708301	-0.085310054	-0.037141664	0.000246366
HR17120-2W	28.47632436	13.62292067	158.1211036	20.81918597	54.13945461	0.460579479	-0.102356446	-0.025377182	0.004226336
HR17121-1	34.47632436	11.22292067	166.1211036	22.81918597	56.73945461	0.418960227	-0.11891264	-0.019202656	0.004146378
HR17121-4W	40.47632436	12.82292067	164.1211036	24.81918597	59.33945461	0.480940489	-0.092438488	-0.039268402	-0.00217981
HR17121-6	42.47632436	11.42292067	168.1211036	28.81918597	58.93945461	0.463916925	-0.102235246	-0.036122644	-0.00658083
HR17121-8	32.47632436	13.62292067	166.1211036	26.81918597	57.33945461	0.482673383	-0.094056002	-0.038029468	-0.00891096
HR17122-2	28.47632436	15.62292067	164.1211036	28.81918597	60.93945461	0.449801907	-0.106625856	-0.019102014	0.01685009
HR17122-3	24.47632436	15.42292067	162.1211036	26.81918597	57.93945461	0.445072029	-0.10518626	-0.02000729	0.017803874
HR17122-4	24.47632436	12.82292067	162.1211036	24.81918597	63.93945461	0.452422019	-0.096200222	-0.025111332	0.01413189
HR17122-5	26.47632436	12.62292067	160.1211036	22.81918597	59.93945461	0.429988667	-0.11138932	-0.022347424	0.01271733
HR17123-2	30.47632436	11.82292067	158.1211036	24.81918597	61.93945461	0.431701243	-0.11079774	-0.022457818	0.016253544
HR17123-4W	24.47632436	13.62292067	160.1211036	16.81918597	56.53945461	0.351932509	-0.141675894	0.001419174	0.039299648
HR17124-1	32.47632436	13.82292067	158.1211036	20.81918597	55.13945461	0.345211435	-0.146416382	0.009385194	0.040854762
HR17124-7	30.47632436	13.42292067	174.1211036	20.81918597	56.93945461	0.422187181	-0.10131236	-0.020522962	0.023905622
HR17125-3	16.47632436	16.22292067	166.1211036	20.81918597	59.13945461	0.404137441	-0.111376618	-0.017321778	0.023455866
HR17125-4W	32.47632436	13.62292067	170.1211036	28.81918597	56.13945461	0.549320287	-0.069227552	-0.058753288	-0.012676176
HR17125-6	36.47632436	13.62292067	168.1211036	22.81918597	57.93945461	0.512120503	-0.05753228	-0.051774778	0.011036792
HR17126-4	28.70668838	13.11806569	165.5734625	21.54193779	55.82995167	0.443856412	-0.106165377	-0.024577142	0.015333401
HR17126-6	30.70668838	14.51806569	163.5734625	21.54193779	63.02995167	0.446840778	-0.090655125	-0.025871236	0.020466111
HR17126-7	30.70668838	13.11806569	167.5734625	29.54193779	58.02995167	0.50459362	-0.089603631	-0.041390642	-0.003881625
HR17126-8	38.70668838	13.51806569	165.5734625	27.54193779	60.42995167	0.5039612	-0.089022211	-0.041091012	-0.002515257
HR17127-11	28.70668838	12.91806569	163.5734625	19.54193779	53.82995167	0.495222698	-0.086263851	-0.038216648	0.006959487
HR17127-1W	36.70668838	14.51806569	165.5734625	29.54193779	60.82995167	0.495037606	-0.072120407	-0.038966226	0.011806265
HR17128-1	22.70668838	15.91806569	173.5734625	27.54193779	56.02995167	0.503963736	-0.085128327	-0.044608104	-0.001211487
HR17128-2	32.70668838	14.11806569	167.5734625	23.54193779	57.02995167	0.388242258	-0.122217553	-0.013854462	0.033688347
HR17128-3	36.70668838	12.31806569	159.5734625	27.54193779	59.22995167	0.428664024	-0.099991811	-0.02828992	0.021370701
HR17128-4W	26.70668838	12.91806569	157.5734625	31.54193779	60.62995167	0.432912928	-0.104980075	-0.026785926	0.019301859
HR17128-5	30.70668838	13.11806569	159.5734625	29.54193779	59.42995167	0.420667486	-0.107083283	-0.02548938	0.016661037
HR17128-6W	26.70668838	13.31806569	157.5734625	29.54193779	58.62995167	0.395459176	-0.115116671	-0.016509136	0.027159197
