Taxa	Yield	Protein	Heading	Height	TW	NDVI	NDRE1	NWI1	NWI2
HR17128-7W	32.70668838	13.71806569	169.5734625	25.54193779	59.02995167	0.394860354	-0.106629797	-0.020170838	0.024999247
HR17130-4	36.70668838	13.51806569	167.5734625	27.54193779	59.22995167	0.510181716	-0.083008931	-0.052520918	-0.003965743
HR17131-1W	30.70668838	15.51806569	173.5734625	23.54193779	58.22995167	0.515917976	-0.087514593	-0.047276314	-0.003054539
HR17132-10	48.70668838	13.91806569	165.5734625	29.54193779	58.82995167	0.553909668	-0.046193101	-0.057159312	0.008236635
HR17132-2W	26.70668838	13.91806569	163.5734625	27.54193779	57.02995167	0.460934454	-0.100361889	-0.04256502	0.004318873
HR17132-4	32.70668838	13.51806569	159.5734625	25.54193779	57.42995167	0.442067132	-0.096378401	-0.030506074	0.017577679
HR17132-5W	34.70668838	13.91806569	163.5734625	25.54193779	58.42995167	0.484431554	-0.083413303	-0.039598286	0.013369805
HR17132-6	34.70668838	13.51806569	165.5734625	31.54193779	52.42995167	0.50995639	-0.071207473	-0.044395116	0.014366379
HR17133-10	34.70668838	12.11806569	169.5734625	19.54193779	59.22995167	0.4272459	-0.104480463	-0.022057364	0.027824491
HR17133-2	30.70668838	16.51806569	165.5734625	29.54193779	57.22995167	0.542685266	-0.062774845	-0.055357152	0.003269025
HR17133-4	28.70668838	13.31806569	167.5734625	21.54193779	56.22995167	0.430853402	-0.092684713	-0.028606696	0.031571161
HR17133-6W	34.70668838	14.11806569	169.5734625	27.54193779	57.22995167	0.526591864	-0.068573929	-0.050117918	0.006195749
HR17134-2	38.70668838	13.31806569	157.5734625	25.54193779	59.82995167	0.529186532	-0.073152465	-0.05498096	0.000613203
HR17136-4W	46.70668838	14.51806569	163.5734625	29.54193779	62.82995167	0.547531904	-0.054170715	-0.063164898	-0.004322931
NetCL+	35.1824772	14.13830898	165.2561249	28.68148123	60.51112088	0.50186923	-0.07903169	-0.044464702	0.009907638
WB9668	31.60487941	15.6746746	158.7943693	21.70257906	57.55643271	0.42155282	-0.09471212	-0.025808639	0.031447124
Melba	26.24286857	10.6428399	165.2362012	23.52395989	57.4502779	0.507368205	-0.121327044	-0.02592731	0.015020318
CL17001-4	19.19523683	15.36753456	166.0570888	25.3584489	49.83885801	0.476193198	-0.125464131	-0.025383332	0.015946056
CL17001-5	21.19523683	12.76753456	168.0570888	25.3584489	53.43885801	0.52230453	-0.107896111	-0.029554856	0.015618456
CL17001-6	25.19523683	12.76753456	168.0570888	17.3584489	53.83885801	0.45047846	-0.126489237	-0.019206296	0.028372264
CL17001-7	29.19523683	10.16753456	168.0570888	25.3584489	57.43885801	0.48114956	-0.124015325	-0.024087076	0.015415568
CL17001-8	45.19523683	10.96753456	170.0570888	17.3584489	59.03885801	0.563373196	-0.089483361	-0.042638178	0.002018524
CL17001-9	43.19523683	11.76753456	170.0570888	29.3584489	56.63885801	0.625936828	-0.059149515	-0.060317968	-0.01350834
CL17001-10	43.19523683	11.16753456	172.0570888	17.3584489	55.63885801	0.584514522	-0.070793877	-0.056310466	-0.008986788
CL17001-11	43.19523683	10.76753456	168.0570888	27.3584489	59.03885801	0.551956386	-0.085445955	-0.050285444	-0.004151798
CL17001-12	31.19523683	NA	170.0570888	21.3584489	52.83885801	0.557797448	-0.078295081	-0.049021964	-0.00401023
Seahawk	50.24286857	11.06753456	163.2362012	29.52395989	59.8502779	0.523756811	-0.068520926	-0.059430988	0.003264112
CL17001-13	39.19523683	12.56753456	166.0570888	27.3584489	56.63885801	0.543502704	-0.077054271	-0.049221064	-0.000661196
CL17001-14	19.19523683	11.96753456	168.0570888	21.3584489	50.63885801	0.56569287	-0.086479863	-0.045653248	-0.004284154
CL17001-15	43.19523683	11.56753456	164.0570888	25.3584489	63.63885801	0.51399154	-0.096215055	-0.037273202	0.006770854
CL17001-16	39.19523683	13.06753456	166.0570888	27.3584489	57.43885801	0.564452938	-0.081894349	-0.055207858	-0.012298304
CL17001-17	47.19523683	13.66753456	166.0570888	31.3584489	62.83885801	0.59618528	-0.053603651	-0.06603475	-0.005871106
CL17002-1	23.19523683	13.06753456	170.0570888	15.3584489	59.03885801	0.493971648	-0.093495955	-0.041101606	0.013879092
CL17002-3	19.19523683	12.66753456	172.0570888	15.3584489	54.23885801	0.470742584	-0.115989467	-0.032248126	0.012062032
CL17002-4	19.19523683	14.06753456	166.0570888	19.3584489	60.03885801	0.493310434	-0.107431443	-0.031083544	0.013591544
CL17002-12	21.19523683	13.0428399	168.0570888	21.3584489	61.03885801	0.538784752	-0.090949405	-0.046511196	-0.002973884
Louise	20.24286857	11.56753456	161.2362012	29.52395989	53.0502779	0.466623573	-0.118038074	-0.022448876	0.02068092
CL17002-14	21.19523683	11.86753456	162.0570888	21.3584489	61.43885801	0.47007142	-0.124471079	-0.019902592	0.01741868
CL17002-16	17.19523683	13.26753456	164.0570888	21.3584489	53.23885801	0.48896977	-0.110966975	-0.03625802	0.002487954
CL17004-1	27.19523683	13.16753456	166.0570888	23.3584489	65.23885801	0.551035578	-0.080220297	-0.048177974	0.003002552
CL17004-2	29.19523683	NA	164.0570888	25.3584489	65.03885801	0.49882776	-0.105991527	-0.036921104	0.011700344
CL17004-4	33.19523683	10.96753456	166.0570888	19.3584489	60.23885801	0.564983582	-0.077595227	-0.057169184	-0.00270353
CL17004-5	29.19523683	11.66753456	166.0570888	17.3584489	57.23885801	0.522471612	-0.100315259	-0.039898644	0.011573976
CL17004-8	31.19523683	11.56753456	166.0570888	27.3584489	59.43885801	0.512629642	-0.102528835	-0.04275158	0.00660631
CL17004-9	17.19523683	10.7428399	156.0570888	23.3584489	54.43885801	0.46954313	-0.121716629	-0.025396798	0.026489662
CL17005-7	17.19523683	12.46753456	168.0570888	21.3584489	55.23885801	0.521056238	-0.106839497	-0.035541824	0.01362218
Ryan	42.24286857	10.66753456	153.2362012	29.52395989	57.2502779	0.474108381	-0.113678874	-0.035056712	0.01875269
CL17006-2	19.19523683	12.76753456	166.0570888	21.3584489	55.63885801	0.481900902	-0.118342387	-0.035105206	0.014446644
CL17006-5	17.19523683	10.96753456	166.0570888	15.3584489	54.23885801	0.464763208	-0.114206881	-0.032118182	0.028026836
CL17006-6	11.19523683	11.66753456	170.0570888	11.3584489	56.63885801	0.432799298	-0.131114041	-0.020733458	0.034013368
CL17006-7	23.19523683	NA	162.0570888	21.3584489	60.03885801	0.431055844	-0.135897563	-0.01342752	0.041897704
CL17006-8	27.19523683	10.66753456	164.0570888	23.3584489	60.03885801	0.463090428	-0.124417641	-0.024565702	0.032511088
CL17006-9	33.19523683	10.26753456	166.0570888	21.3584489	63.43885801	0.499234252	-0.108022577	-0.04015967	0.019968854
CL17006-10	23.19523683	10.0277748	164.0570888	19.3584489	59.43885801	0.436674224	-0.135396247	-0.026193692	0.029605926
CL17006-11	27.19523683	10.75246947	164.0570888	21.3584489	61.23885801	0.467207474	-0.118927735	-0.030750152	0.033166012
SW17001-1	41.19523683	10.95246947	162.0570888	27.3584489	60.43885801	0.437971914	-0.097216017	-0.041677258	0.044313786
Melba	30.06786857	10.85246947	168.1112012	20.47395989	61.8877779	0.573794621	-0.077018751	-0.057179282	0.013248018
SW17001-4	33.02023683	9.652469466	164.9320888	28.3084489	61.07635801	0.469325417	-0.093177316	-0.042578136	0.040284018
SW17001-5	37.02023683	11.55246947	166.9320888	24.3084489	61.07635801	0.440292793	-0.094553754	-0.035746272	0.04566993
SW17001-9	39.02023683	10.65246947	164.9320888	32.3084489	60.67635801	0.450489169	-0.099119688	-0.033641508	0.045594052
SW17001-11	47.02023683	10.95246947	160.9320888	28.3084489	61.87635801	0.493206585	-0.069842894	-0.04811593	0.038922534
SW17003-8	27.02023683	11.95246947	158.9320888	24.3084489	54.87635801	0.450943535	-0.10883702	-0.026064714	0.04628499
SW17005-2	39.02023683	11.25246947	166.9320888	28.3084489	59.67635801	0.539376147	-0.073546736	-0.054422226	0.02048654
SW17006-9	27.02023683	11.6277748	158.9320888	24.3084489	56.27635801	0.469170305	-0.11144007	-0.031456968	0.032968688
SW17007-6	41.02023683	11.35246947	164.9320888	28.3084489	59.67635801	0.472188597	-0.092437766	-0.048548234	0.0261176
SW17007-7	39.02023683	12.65246947	168.9320888	26.3084489	59.87635801	0.488997989	-0.088963204	-0.050492818	0.01728086
Seahawk	42.06786857	11.75246947	166.1112012	26.47395989	61.4877779	0.476988091	-0.083989619	-0.047602662	0.033295346
SW17007-9	35.02023683	11.75246947	160.9320888	24.3084489	60.27635801	0.437843893	-0.105859736	-0.027294172	0.04042238
SW17007-13	27.02023683	11.75246947	164.9320888	28.3084489	58.27635801	0.394765495	-0.118178224	-0.018222472	0.048670204
SW17008-1	29.02023683	11.55246947	162.9320888	18.3084489	59.67635801	0.368616735	-0.132505034	-0.013276274	0.05319876
SW17008-3	31.02023683	11.75246947	168.9320888	14.3084489	61.67635801	0.386498493	-0.117853986	-0.024805298	0.045409182
SW17008-6	35.02023683	12.15246947	160.9320888	24.3084489	57.27635801	0.433928201	-0.101294062	-0.035991486	0.032904724
SW17008-7	35.02023683	10.15246947	160.9320888	28.3084489	58.67635801	0.457906377	-0.089779604	-0.047439924	0.025576408
SW17008-13	33.02023683	12.0277748	160.9320888	26.3084489	60.07635801	0.453019321	-0.101059274	-0.040354006	0.02642353
SW17009-2	27.02023683	12.95246947	162.9320888	28.3084489	54.87635801	0.599143113	-0.053697122	-0.06853276	-7.87E-05
SW17009-3	11.02023683	9.552469466	166.9320888	24.3084489	50.87635801	0.455733215	-0.116320096	-0.026916246	0.025218956
Louise	18.06786857	12.35246947	166.1112012	28.47395989	50.8877779	0.494758887	-0.102298595	-0.029258816	0.029859806
SW17009-4	43.02023683	11.35246947	170.9320888	28.3084489	57.47635801	0.589171419	-0.062364362	-0.06963498	-0.007979128
SW17009-6	43.02023683	10.25246947	176.9320888	28.3084489	63.47635801	0.545116489	-0.073037664	-0.05885395	0.007499934
SW17010-1	45.02023683	11.25246947	158.9320888	28.3084489	59.67635801	0.547325701	-0.07831147	-0.054243922	0.008093736
SW17010-2	39.02023683	10.65246947	170.9320888	26.3084489	56.27635801	0.525403241	-0.082553874	-0.055173716	0.00473741
SW17010-3	45.02023683	10.45246947	160.9320888	28.3084489	60.67635801	0.454683157	-0.104848688	-0.035695654	0.02435283
SW17010-4	39.02023683	10.35246947	160.9320888	24.3084489	57.27635801	0.475797605	-0.096402942	-0.037508402	0.02263901
SW17011-2	27.02023683	10.6277748	158.9320888	26.3084489	52.87635801	0.492108323	-0.092741392	-0.0380524	0.018552352
SW17011-4	39.02023683	11.15246947	158.9320888	28.3084489	62.07635801	0.427545393	-0.112046304	-0.016995234	0.041745826
SW17012-5	31.02023683	11.65246947	160.9320888	26.3084489	58.27635801	0.538396635	-0.0865996	-0.043720694	0.014043174
Ryan	50.06786857	9.952469466	158.1112012	32.47395989	58.8877779	0.572252401	-0.063256705	-0.051411224	0.010210264
SW17012-8	33.02023683	12.05246947	160.9320888	24.3084489	59.07635801	0.515711529	-0.074898734	-0.036556128	0.029516014
SW17012-9	29.02023683	12.65246947	158.9320888	24.3084489	59.67635801	0.437997731	-0.101418096	-0.012547774	0.054556118
SW17012-10	29.02023683	10.25246947	156.9320888	28.3084489	56.87635801	0.484109493	-0.109943828	-0.026471252	0.02510639
SW17012-12	35.02023683	11.85246947	160.9320888	30.3084489	54.47635801	0.535315941	-0.07906621	-0.052281532	0.010831334
SW17012-13	25.02023683	11.15246947	160.9320888	26.3084489	59.67635801	0.531685703	-0.093860942	-0.035822172	0.023233146
SW17013-4	29.02023683	11.85246947	158.9320888	20.3084489	56.27635801	0.423799107	-0.125774208	-0.017855974	0.040584242
SW17013-6	27.02023683	12.0602748	156.9320888	26.3084489	55.47635801	0.439163473	-0.126517832	-0.018628956	0.040655938
SW17013-7	25.02023683	10.88496947	158.9320888	18.3084489	55.67635801	0.371828319	-0.157633312	0.00307475	0.052806546
SW17013-8	7.020236825	12.28496947	160.9320888	14.3084489	52.87635801	0.305034117	-0.186539434	0.02328651	0.064412388
Melba	25.09286857	12.58496947	164.0862012	23.37395989	54.5427779	0.574962487	-0.083722966	-0.045645756	0.022874151
SW17013-12	42.04523683	11.18496947	156.9070888	25.2084489	57.33135801	0.451997835	-0.105795159	-0.029305122	0.047650095
SW17014-1	44.04523683	13.18496947	158.9070888	27.2084489	58.53135801	0.538634815	-0.071870653	-0.047382002	0.031116153
SW17014-2	32.04523683	12.08496947	168.9070888	27.2084489	48.53135801	0.528283049	-0.085210703	-0.05024204	0.023032797
SW17014-3	30.04523683	11.48496947	156.9070888	25.2084489	55.53135801	0.462051543	-0.097975439	-0.027412452	0.048542195
SW17014-4	18.04523683	13.38496947	164.9070888	27.2084489	49.33135801	0.528820363	-0.078977387	-0.039087282	0.036415791
SW17014-6	24.04523683	10.68496947	158.9070888	23.2084489	47.73135801	0.465315935	-0.109960899	-0.01847693	0.048088855
SW17014-7	18.04523683	11.2602748	170.9070888	25.2084489	51.33135801	0.462176475	-0.110285395	-0.021485868	0.046752977
SW17014-9	38.04523683	11.58496947	162.9070888	27.2084489	57.53135801	0.430051711	-0.109397623	-0.015013592	0.054948589
SW17014-10	42.04523683	10.48496947	154.9070888	23.2084489	58.33135801	0.438481785	-0.107230775	-0.015348326	0.054641673
Seahawk	45.09286857	11.68496947	164.0862012	27.37395989	59.1427779	0.464376009	-0.086089298	-0.03763299	0.036651111
SW17015-1	34.04523683	10.78496947	164.9070888	25.2084489	57.13135801	0.433477881	-0.101796447	-0.030230206	0.039794535
SW17015-2	28.04523683	11.58496947	166.9070888	21.2084489	57.33135801	0.410238507	-0.106777695	-0.028260234	0.043549509
SW17015-6	22.04523683	11.48496947	170.9070888	23.2084489	54.93135801	0.431115145	-0.106585645	-0.030750032	0.031888211
SW17015-7	38.04523683	10.88496947	168.9070888	23.2084489	61.73135801	0.433618817	-0.111900609	-0.033916808	0.026221779
SW17015-8	28.04523683	11.38496947	166.9070888	25.2084489	57.73135801	0.444473585	-0.098729589	-0.037205422	0.025915941
SW17015-9	24.04523683	9.684969466	166.9070888	21.2084489	56.93135801	0.407008881	-0.123681479	-0.025652382	0.032622975
SW17015-10	28.04523683	11.4602748	166.9070888	15.2084489	58.13135801	0.409567865	-0.114593319	-0.025794638	0.035543869
SW17015-11	32.04523683	10.68496947	164.9070888	27.2084489	60.73135801	0.445857203	-0.098129147	-0.034764394	0.030801033
SW17015-12	28.04523683	10.98496947	168.9070888	23.2084489	63.73135801	0.387750241	-0.129180565	-0.011331306	0.045882031
Louise	5.092868573	11.48496947	164.0862012	29.37395989	50.5427779	0.407254245	-0.137246474	-0.003690186	0.042662947
SW17015-14	30.04523683	10.58496947	166.9070888	25.2084489	63.53135801	0.427765499	-0.111732923	-0.027991194	0.031580001
SW17015-16	28.04523683	11.98496947	164.9070888	23.2084489	62.13135801	0.397668617	-0.121372069	-0.02366867	0.039001065
SW17015-17	14.04523683	11.18496947	162.9070888	23.2084489	59.73135801	0.378627619	-0.124873839	-0.018785824	0.041898795
SW17015-18	22.04523683	10.38496947	166.9070888	23.2084489	62.33135801	0.400633831	-0.123149775	-0.02331635	0.034211675
SW17015-19	24.04523683	10.78496947	170.9070888	23.2084489	60.33135801	0.414800591	-0.119220801	-0.025934982	0.031235297
SW17015-20	20.04523683	10.88496947	168.9070888	21.2084489	61.73135801	0.369262929	-0.135891545	-0.011278074	0.051406305
SW17015-21	28.04523683	10.6602748	168.9070888	23.2084489	61.33135801	0.390283321	-0.126754207	-0.019678652	0.044431067
SW17016-1	34.04523683	11.48496947	164.9070888	23.2084489	61.33135801	0.456154419	-0.103863705	-0.026658686	0.039853825
SW17016-4	42.04523683	10.88496947	170.9070888	21.2084489	63.73135801	0.440076019	-0.108901983	-0.030618504	0.032764751
Ryan	49.09286857	10.08496947	154.0862012	27.37395989	60.5427779	0.499627329	-0.090642636	-0.041895922	0.023136453
SW17016-5	26.04523683	11.58496947	162.9070888	25.2084489	55.73135801	0.458062787	-0.110980197	-0.032241384	0.028925991
SW17016-6	36.04523683	11.58496947	164.9070888	27.2084489	56.93135801	0.504958685	-0.092853177	-0.041915844	0.021678189
SW17017-2	34.04523683	10.18496947	164.9070888	29.2084489	59.73135801	0.447379441	-0.111054481	-0.028289934	0.038520627
SW17017-3	32.04523683	11.18496947	162.9070888	27.2084489	61.13135801	0.415370653	-0.118735579	-0.01608457	0.052038617
SW17017-4	28.04523683	10.78496947	158.9070888	25.2084489	64.13135801	0.496974121	-0.096122545	-0.032538936	0.033698847
SW17017-5	32.04523683	11.08496947	162.9070888	29.2084489	60.93135801	0.511512121	-0.094429933	-0.039662022	0.026279457
SW17018-1	26.04523683	11.2977748	164.9070888	23.2084489	53.13135801	0.447183795	-0.114859573	-0.02702846	0.035480017
SW17018-4	36.04523683	10.02246947	168.9070888	25.2084489	57.53135801	0.512689139	-0.098713951	-0.0440598	0.024293237
SW17018-5	34.04523683	10.22246947	174.9070888	29.2084489	55.13135801	0.494117541	-0.096934557	-0.045072444	0.019511009
Melba	33.69286857	11.02246947	170.0112012	19.57395989	60.9827779	0.592307244	-0.062925265	-0.060578813	0.002246709
SW17018-8	34.64523683	11.02246947	158.8320888	25.4084489	59.57135801	0.472386766	-0.099737991	-0.032121975	0.037191714
SW17018-9	34.64523683	10.92246947	174.8320888	27.4084489	59.97135801	0.516368308	-0.080786689	-0.043245371	0.027451732
SW17018-13	38.64523683	10.72246947	162.8320888	23.4084489	58.57135801	0.487466906	-0.090909951	-0.032383991	0.039593536
SW17019-6	34.64523683	10.52246947	174.8320888	29.4084489	63.37135801	0.473430462	-0.088424245	-0.043688111	0.028266422
SW17020-3	30.64523683	11.22246947	162.8320888	23.4084489	60.57135801	0.504894248	-0.089289161	-0.038941861	0.028293138
SW17020-10	24.64523683	11.62246947	162.8320888	27.4084489	57.77135801	0.488180796	-0.086115967	-0.041779443	0.028608086
SW17020-11	30.64523683	10.0977748	164.8320888	27.4084489	61.57135801	0.421713124	-0.108364731	-0.024040725	0.04224807
SW17020-12	38.64523683	11.52246947	164.8320888	29.4084489	62.37135801	0.526292572	-0.081480477	-0.050156525	0.014101642
SW17020-14	14.64523683	11.82246947	164.8320888	23.4084489	56.37135801	0.39292672	-0.134405205	-0.009297543	0.050272732
Seahawk	41.69286857	11.82246947	164.0112012	27.57395989	62.1827779	0.45737942	-0.091486235	-0.037193167	0.033212575
SW17020-15	22.64523683	11.52246947	158.8320888	29.4084489	58.57135801	0.43234981	-0.110882241	-0.021527793	0.04412292
SW17021-1	20.64523683	11.42246947	174.8320888	25.4084489	57.37135801	0.483614898	-0.099978237	-0.038234249	0.023813946
SW17021-2	10.64523683	12.72246947	168.8320888	25.4084489	54.77135801	0.488133556	-0.101121545	-0.036246363	0.020728576
SW17021-5	34.64523683	10.42246947	166.8320888	33.4084489	58.37135801	0.527043698	-0.076693175	-0.045374699	0.019037114
SW17021-6	18.64523683	11.02246947	164.8320888	25.4084489	58.57135801	0.414804542	-0.118463085	-0.013997983	0.044739172
SW17021-7	44.64523683	11.62246947	168.8320888	25.4084489	61.57135801	0.55306265	-0.068520731	-0.057828699	0.003162756
SW17021-8	20.64523683	12.5977748	166.8320888	27.4084489	55.37135801	0.46564333	-0.105296367	-0.034406601	0.022304146
SW17021-9	24.64523683	11.02246947	168.8320888	27.4084489	53.37135801	0.462040968	-0.104769303	-0.029472383	0.025619374
SW17021-10	38.64523683	10.32246947	164.8320888	27.4084489	56.77135801	0.489281038	-0.098867345	-0.033220593	0.021827328
Louise	-2.307131427	13.22246947	164.0112012	23.57395989	52.7827779	0.427921782	-0.122643313	-0.005063859	0.047754425
SW17022-1	26.64523683	11.42246947	170.8320888	23.4084489	59.57135801	0.490011604	-0.100061319	-0.038904913	0.019239512
SW17022-2	38.64523683	11.12246947	168.8320888	25.4084489	60.97135801	0.483973472	-0.102504297	-0.040285941	0.016192848
SW17022-5	38.64523683	11.42246947	166.8320888	25.4084489	58.17135801	0.488025876	-0.090347249	-0.041861903	0.02542502
SW17022-6	42.64523683	10.62246947	158.8320888	29.4084489	61.77135801	0.44517227	-0.109120747	-0.028419329	0.031919154
SW17022-10	38.64523683	10.62246947	174.8320888	25.4084489	59.57135801	0.449337556	-0.092359011	-0.029648633	0.041326002
SW17023-2	48.64523683	12.42246947	158.8320888	23.4084489	56.37135801	0.448351496	-0.103506845	-0.024945645	0.040667638
SW17023-3	48.64523683	10.2977748	154.8320888	33.4084489	58.97135801	0.446090362	-0.098132473	-0.025976885	0.041619368
SW17024-1	48.64523683	11.42246947	162.8320888	23.4084489	57.77135801	0.522556352	-0.089049267	-0.031438231	0.02869346
SW17025-5	8.645236825	11.92246947	164.8320888	21.4084489	51.97135801	0.423282562	-0.128917643	-0.002407719	0.051991146
Ryan	55.69286857	11.22246947	154.0112012	31.57395989	56.5827779	0.533952344	-0.071331595	-0.038280159	0.026357613
SW17025-6	24.64523683	12.22246947	160.8320888	19.4084489	48.57135801	0.456291352	-0.105271727	-0.015526753	0.044988814
SW17025-7	40.64523683	12.72246947	162.8320888	31.4084489	58.57135801	0.508973978	-0.087844155	-0.027346239	0.035809556
SW17026-1	36.64523683	13.12246947	158.8320888	31.4084489	54.37135801	0.500405124	-0.100450143	-0.029527609	0.032047572
SW17026-2	28.64523683	12.22246947	162.8320888	27.4084489	53.77135801	0.467227858	-0.097202139	-0.030345171	0.041973388
SW17026-3	24.64523683	14.12246947	168.8320888	29.4084489	52.97135801	0.567256104	-0.060275667	-0.055966719	0.025554638
SW17026-4	20.64523683	13.12246947	174.8320888	31.4084489	51.57135801	0.539429596	-0.077472197	-0.049399387	0.026693104
SW17026-5	32.64523683	12.8852748	158.8320888	27.4084489	51.37135801	0.42016844	-0.102292277	-0.027392441	0.06492262
SW17026-9	22.64523683	13.30996947	168.8320888	25.4084489	51.77135801	0.41120056	-0.120542639	-0.028967723	0.047617396
SW17026-12	40.64523683	11.50996947	156.8320888	23.4084489	56.77135801	0.508682116	-0.087258391	-0.041003487	0.037521102
Melba	23.91786857	11.10996947	169.4112012	17.52395989	56.1802779	0.525019307	-0.092202199	-0.051543044	0.023537208
SW17026-14	38.87023683	12.70996947	158.2320888	29.3584489	59.36885801	0.486977981	-0.085322705	-0.048542214	0.033169025
SW17026-15	28.87023683	11.80996947	170.2320888	27.3584489	57.16885801	0.441353275	-0.099843601	-0.045422714	0.033615331
SW17026-16	38.87023683	11.70996947	166.2320888	25.3584489	55.56885801	0.475474267	-0.094672301	-0.05330692	0.021864573
SW17027-1	28.87023683	12.10996947	160.2320888	31.3584489	54.56885801	0.530862117	-0.076399593	-0.047253042	0.026116193
SW17027-3	30.87023683	11.60996947	164.2320888	27.3584489	53.16885801	0.531033623	-0.079289875	-0.047833518	0.021716831
SW17027-5	24.87023683	11.90996947	164.2320888	27.3584489	55.16885801	0.550222565	-0.075154039	-0.052683676	0.019379073
SW17027-6	36.87023683	10.4852748	162.2320888	29.3584489	55.56885801	0.521636891	-0.081087709	-0.04132204	0.022866651
SW17027-7	40.87023683	11.50996947	158.2320888	27.3584489	57.36885801	0.471878357	-0.098116153	-0.025188382	0.039676307
SW17028-2	38.87023683	10.90996947	156.2320888	27.3584489	55.36885801	0.508915555	-0.089096569	-0.0350297	0.023877835
Seahawk	43.91786857	10.40996947	161.4112012	29.52395989	60.3802779	0.432946347	-0.099239849	-0.034445178	0.030306606
SW17028-3	32.87023683	12.00996947	176.2320888	23.3584489	59.36885801	0.448762079	-0.098880601	-0.029234032	0.034010507
SW17028-5	30.87023683	10.90996947	158.2320888	29.3584489	58.56885801	0.512594845	-0.068777647	-0.035977444	0.032700467
SW17028-6	48.87023683	11.80996947	166.2320888	31.3584489	62.36885801	0.488618735	-0.091905249	-0.03777459	0.018404011
SW17028-8	36.87023683	11.90996947	160.2320888	31.3584489	56.76885801	0.530634325	-0.075090603	-0.04286942	0.015942455
SW17028-13	28.87023683	10.90996947	160.2320888	17.3584489	58.16885801	0.467303355	-0.107204131	-0.029246166	0.023689891
SW17029-1	22.87023683	12.00996947	170.2320888	27.3584489	50.16885801	0.478224609	-0.101177733	-0.04240293	0.017285149
SW17029-2	34.87023683	12.4852748	168.2320888	21.3584489	56.56885801	0.490073319	-0.077964789	-0.045700922	0.022500073
SW17029-3	32.87023683	10.80996947	160.2320888	31.3584489	54.56885801	0.423748969	-0.108715251	-0.020962926	0.046512757
SW17029-5	38.87023683	10.70996947	164.2320888	27.3584489	58.96885801	0.490822511	-0.085358721	-0.037796018	0.026383929
Louise	13.91786857	11.80996947	165.4112012	31.52395989	50.9802779	0.474012017	-0.100487365	-0.02155213	0.04128031
SW17029-6	24.87023683	11.40996947	166.2320888	25.3584489	54.56885801	0.442333105	-0.109344807	-0.024714668	0.032931779
SW17031-9	40.87023683	10.90996947	166.2320888	31.3584489	59.76885801	0.560874279	-0.067545715	-0.052367094	0.007998987
SW17031-13	44.87023683	10.80996947	160.2320888	31.3584489	61.56885801	0.467774275	-0.090741585	-0.027347298	0.035373999
SW17032-4	32.87023683	11.80996947	158.2320888	27.3584489	62.36885801	0.467393369	-0.093245997	-0.02559176	0.033867883
SW17033-6	40.87023683	11.40996947	158.2320888	23.3584489	63.36885801	0.416681563	-0.102568167	-0.014300216	0.051243723
SW17034-1	30.87023683	11.30996947	166.2320888	27.3584489	58.96885801	0.514100683	-0.084489553	-0.036700812	0.020129785
SW17034-2	38.87023683	10.5852748	166.2320888	23.3584489	59.36885801	0.517431229	-0.076077105	-0.036785412	0.029865949
SW17034-3	34.87023683	11.20996947	160.2320888	25.3584489	57.76885801	0.445747843	-0.110528029	-0.015057044	0.046236309
SW17034-4	28.87023683	10.50996947	166.2320888	23.3584489	58.96885801	0.439356211	-0.117152383	-0.01051962	0.050372901
Ryan	51.91786857	10.20996947	157.4112012	31.52395989	60.7802779	0.480863991	-0.091007893	-0.031240752	0.030517294
SW17034-6	36.87023683	11.20996947	164.2320888	25.3584489	62.56885801	0.488034821	-0.089335529	-0.027246764	0.034322205
SW17034-7	38.87023683	10.40996947	160.2320888	25.3584489	60.56885801	0.493422723	-0.090779883	-0.031881018	0.032158721
SW17034-8	38.87023683	9.609969466	158.2320888	27.3584489	59.96885801	0.486609809	-0.096099951	-0.030634984	0.032769545
SW17034-9	36.87023683	10.50996947	164.2320888	19.3584489	56.76885801	0.546017287	-0.066368631	-0.049512396	0.018894163
SW17034-10	40.87023683	10.90996947	162.2320888	27.3584489	61.36885801	0.471961535	-0.098869693	-0.020602204	0.045279859
SW17034-12	44.87023683	9.909969466	166.2320888	25.3584489	57.16885801	0.509800121	-0.091363371	-0.037554254	0.023283463
SW17034-13	38.87023683	10.4502748	170.2320888	21.3584489	56.16885801	0.507388199	-0.097508257	-0.038015182	0.026181869
SW17034-14	30.87023683	10.97496947	170.2320888	25.3584489	59.56885801	0.476084873	-0.096543685	-0.030401926	0.040643045
SW17034-15	34.87023683	10.77496947	164.2320888	27.3584489	58.36885801	0.527723317	-0.084183747	-0.041178058	0.020366477
Melba	30.96786857	10.47496947	169.1612012	20.94895989	62.3777779	0.557406587	-0.077159467	-0.052642069	-0.000923991
SW17034-16	33.92023683	11.27496947	167.9820888	26.7834489	58.96635801	0.544451907	-0.074880673	-0.041684538	0.019892774
SW17035-2	41.92023683	11.57496947	165.9820888	24.7834489	59.96635801	0.510808027	-0.088455257	-0.039820294	0.017042286
SW17035-3	37.92023683	10.47496947	159.9820888	26.7834489	57.76635801	0.510369405	-0.086626597	-0.036216868	0.024276652
SW17035-5	29.92023683	11.17496947	157.9820888	24.7834489	59.76635801	0.504627907	-0.087955359	-0.034674946	0.022863606
SW17035-6	37.92023683	10.67496947	157.9820888	24.7834489	58.76635801	0.440339423	-0.104472209	-0.02017743	0.039867922
